"filename","subject","date","time","tot_num_trials","tot_num_free","tot_num_fd","tot_num_fi","tot_forced_trials","events_before_center","events_before_center_fd","events_before_center_fi","events_before_center_tot","events_before_choice","events_before_choice_fd","events_before_choice_fi","events_before_choice_tot","events_during_to","events_during_to_fd","events_during_to_fi","events_during_to_tot"
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47244.txt","47244",2019-09-07,"09:58",83,60,11,12,23,68,2,17,87,100,30,78,208,598,95,98,791
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47633.txt","47633",2019-09-07,"09:58",73,54,11,8,19,121,7,32,160,89,20,19,128,199,2,32,233
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47636.txt","47636",2019-09-07,"09:58",73,56,8,9,17,94,9,5,108,53,13,47,113,293,31,43,367
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47752.txt","47752",2019-09-07,"09:58",80,60,9,11,20,66,5,5,76,40,19,10,69,742,112,148,1002
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47767.txt","47767",2019-09-07,"09:58",81,60,9,12,21,33,1,4,38,19,1,12,32,247,35,69,351
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47768.txt","47768",2019-09-07,"09:58",80,60,4,16,20,116,11,19,146,63,5,21,89,492,39,102,633
"./Ship3_Latin-square/2019-09-07_09h58m_Subject 47780.txt","47780",2019-09-07,"09:58",78,60,10,8,18,87,8,14,109,57,15,6,78,239,20,46,305
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47229.txt","47229",2019-09-07,"10:54",81,60,12,9,21,111,3,23,137,97,18,6,121,392,8,114,514
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47233.txt","47233",2019-09-07,"10:54",81,60,4,17,21,18,1,2,21,36,3,8,47,379,24,124,527
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47234.txt","47234",2019-09-07,"10:54",82,60,10,12,22,71,8,8,87,172,29,35,236,615,80,170,865
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47241.txt","47241",2019-09-07,"10:54",84,60,10,14,24,21,5,4,30,13,5,3,21,696,31,246,973
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47247.txt","47247",2019-09-07,"10:54",78,60,8,10,18,14,2,6,22,21,5,4,30,388,49,76,513
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47777.txt","47777",2019-09-07,"10:54",81,60,10,11,21,38,7,11,56,11,0,4,15,363,60,95,518
"./Ship3_Latin-square/2019-09-07_10h54m_Subject 47784.txt","47784",2019-09-07,"10:54",78,60,5,13,18,39,7,10,56,100,5,51,156,1077,76,263,1416
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 46900.txt","46900",2019-09-07,"11:11",75,60,6,9,15,15,2,0,17,40,4,4,48,726,68,98,892
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 46986.txt","46986",2019-09-07,"11:11",57,42,10,5,15,103,18,13,134,17,8,4,29,166,43,32,241
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47076.txt","47076",2019-09-07,"11:11",82,60,12,10,22,15,1,3,19,11,2,32,45,543,88,113,744
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47079.txt","47079",2019-09-07,"11:11",79,60,8,11,19,23,3,5,31,58,8,15,81,283,40,69,392
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47082.txt","47082",2019-09-07,"11:11",80,60,8,12,20,36,6,9,51,25,9,5,39,340,48,68,456
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47092.txt","47092",2019-09-07,"11:11",78,60,6,12,18,20,0,6,26,89,16,10,115,652,50,163,865
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47226.txt","47226",2019-09-07,"11:11",83,60,12,11,23,47,16,3,66,36,8,13,57,421,63,107,591
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47227.txt","47227",2019-09-07,"11:11",83,60,9,14,23,37,6,11,54,15,12,6,33,350,45,104,499
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47250.txt","47250",2019-09-07,"11:11",73,52,13,8,21,78,9,30,117,75,18,25,118,314,0,76,390
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47645.txt","47645",2019-09-07,"11:11",40,28,9,3,12,80,24,17,121,47,29,4,80,93,27,6,126
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47646.txt","47646",2019-09-07,"11:11",80,60,7,13,20,19,0,2,21,36,6,5,47,784,79,277,1140
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47755.txt","47755",2019-09-07,"11:11",78,56,9,13,22,61,8,5,74,42,12,13,67,574,85,119,778
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47760.txt","47760",2019-09-07,"11:11",78,60,8,10,18,76,10,5,91,44,12,12,68,665,86,111,862
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47770.txt","47770",2019-09-07,"11:11",48,36,7,5,12,63,10,14,87,49,16,10,75,80,4,17,101
"./Ship3_Latin-square/2019-09-07_11h11m_Subject 47795.txt","47795",2019-09-07,"11:11",78,60,7,11,18,70,2,10,82,28,8,3,39,249,16,52,317
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 46881.txt","46881",2019-09-07,"12:01",80,60,10,10,20,30,5,7,42,23,2,8,33,383,49,85,517
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 47087.txt","47087",2019-09-07,"12:01",79,60,10,9,19,67,9,5,81,48,15,10,73,249,34,46,329
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 47626.txt","47626",2019-09-07,"12:01",79,60,7,12,19,22,1,4,27,75,7,54,136,320,59,73,452
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 47634.txt","47634",2019-09-07,"12:01",80,60,13,7,20,63,7,8,78,17,8,9,34,380,41,46,467
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 47640.txt","47640",2019-09-07,"12:01",76,60,9,7,16,17,1,0,18,13,7,3,23,653,47,131,831
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 47754.txt","47754",2019-09-07,"12:01",44,31,10,3,13,33,14,2,49,29,9,42,80,89,19,10,118
"./Ship3_Latin-square/2019-09-07_12h01m_Subject 47800.txt","47800",2019-09-07,"12:01",80,60,5,15,20,69,7,21,97,83,7,23,113,198,4,123,325
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 46880.txt","46880",2019-09-07,"12:35",80,60,8,12,20,18,1,0,19,34,3,9,46,632,102,136,870
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 46882.txt","46882",2019-09-07,"12:35",81,60,12,9,21,17,1,0,18,44,14,6,64,696,114,144,954
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 46883.txt","46883",2019-09-07,"12:35",79,60,15,4,19,99,15,6,120,65,9,3,77,304,1,19,324
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 46894.txt","46894",2019-09-07,"12:35",83,60,11,12,23,39,12,10,61,55,11,5,71,309,45,75,429
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47088.txt","47088",2019-09-07,"12:35",84,60,14,10,24,49,7,6,62,78,33,19,130,630,110,89,829
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47228.txt","47228",2019-09-07,"12:35",82,60,10,12,22,27,4,5,36,40,20,12,72,416,46,111,573
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47243.txt","47243",2019-09-07,"12:35",80,57,13,10,23,141,11,49,201,36,10,11,57,456,63,86,605
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47249.txt","47249",2019-09-07,"12:35",71,52,10,9,19,85,12,7,104,88,27,16,131,216,34,42,292
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47639.txt","47639",2019-09-07,"12:35",83,60,11,12,23,31,5,8,44,31,3,46,80,367,46,88,501
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47649.txt","47649",2019-09-07,"12:35",67,49,5,13,18,37,1,2,40,32,9,48,89,292,35,66,393
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47758.txt","47758",2019-09-07,"12:35",80,60,10,10,20,17,2,1,20,59,1,2,62,603,78,122,803
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47759.txt","47759",2019-09-07,"12:35",84,60,13,11,24,79,12,3,94,17,11,7,35,586,102,130,818
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47776.txt","47776",2019-09-07,"12:35",79,60,11,8,19,37,3,5,45,51,20,40,111,722,61,169,952
"./Ship3_Latin-square/2019-09-07_12h35m_Subject 47799.txt","47799",2019-09-07,"12:35",78,60,8,10,18,47,31,2,80,65,14,29,108,400,33,107,540
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 46888.txt","46888",2019-09-07,"13:18",83,60,16,7,23,34,3,7,44,82,57,18,157,422,12,93,527
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 46889.txt","46889",2019-09-07,"13:18",77,60,6,11,17,16,0,1,17,18,2,18,38,809,51,127,987
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 46892.txt","46892",2019-09-07,"13:18",71,50,9,12,21,49,4,5,58,32,18,6,56,263,31,104,398
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 46898.txt","46898",2019-09-07,"13:18",85,60,13,12,25,27,6,7,40,19,9,8,36,309,49,74,432
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 47097.txt","47097",2019-09-07,"13:18",82,60,10,12,22,15,2,2,19,54,14,16,84,579,66,136,781
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 47099.txt","47099",2019-09-07,"13:18",80,60,8,12,20,38,3,11,52,18,0,3,21,163,16,58,237
"./Ship3_Latin-square/2019-09-07_13h18m_Subject 47798.txt","47798",2019-09-07,"13:18",83,59,14,10,24,99,10,28,137,76,86,37,199,287,1,102,390
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 46876.txt","46876",2019-09-07,"13:43",81,60,9,12,21,42,5,4,51,8,2,1,11,567,86,114,767
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 46877.txt","46877",2019-09-07,"13:43",78,60,9,9,18,15,0,4,19,169,14,37,220,1046,154,171,1371
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 46893.txt","46893",2019-09-07,"13:43",79,60,10,9,19,31,5,10,46,45,7,9,61,601,77,88,766
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 46895.txt","46895",2019-09-07,"13:43",62,44,9,9,18,46,18,6,70,149,59,20,228,164,33,60,257
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47638.txt","47638",2019-09-07,"13:43",73,54,11,8,19,55,12,11,78,120,14,40,174,178,24,25,227
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47757.txt","47757",2019-09-07,"13:43",68,49,10,9,19,105,29,16,150,20,8,29,57,267,68,49,384
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47769.txt","47769",2019-09-07,"13:43",82,60,14,8,22,80,13,14,107,38,24,24,86,372,50,42,464
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47771.txt","47771",2019-09-07,"13:43",82,60,11,11,22,51,7,9,67,28,4,4,36,332,6,101,439
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47775.txt","47775",2019-09-07,"13:43",80,60,9,11,20,125,18,21,164,80,28,20,128,160,1,81,242
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47781.txt","47781",2019-09-07,"13:43",82,60,11,11,22,29,3,7,39,72,10,29,111,641,47,173,861
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47782.txt","47782",2019-09-07,"13:43",80,60,10,10,20,35,4,5,44,7,0,1,8,568,57,110,735
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47783.txt","47783",2019-09-07,"13:43",79,60,10,9,19,32,1,6,39,26,6,7,39,591,72,66,729
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47785.txt","47785",2019-09-07,"13:43",84,60,11,13,24,23,0,4,27,37,10,10,57,774,157,187,1118
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47786.txt","47786",2019-09-07,"13:43",78,60,7,11,18,33,3,12,48,86,22,9,117,571,37,89,697
"./Ship3_Latin-square/2019-09-07_13h43m_Subject 47788.txt","47788",2019-09-07,"13:43",83,60,13,10,23,40,9,1,50,87,29,25,141,528,110,135,773
"./Ship3_Latin-square/2019-09-07_14h23m_Subject 47080.txt","47080",2019-09-07,"14:23",83,60,11,12,23,36,1,6,43,9,5,5,19,363,43,97,503
"./Ship3_Latin-square/2019-09-07_14h23m_Subject 47089.txt","47089",2019-09-07,"14:23",57,39,17,1,18,54,17,3,74,33,63,1,97,148,9,0,157
"./Ship3_Latin-square/2019-09-07_14h23m_Subject 47762.txt","47762",2019-09-07,"14:23",85,60,12,13,25,45,5,8,58,39,18,21,78,398,97,94,589
"./Ship3_Latin-square/2019-09-07_14h23m_Subject 47791.txt","47791",2019-09-07,"14:23",75,60,4,11,15,11,0,1,12,34,3,8,45,989,55,170,1214
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 46878.txt","46878",2019-09-09,"10:19",85,60,13,12,25,45,23,11,79,51,28,59,138,450,160,112,722
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 46885.txt","46885",2019-09-09,"10:19",77,60,7,10,17,69,9,10,88,18,2,0,20,310,40,59,409
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 46899.txt","46899",2019-09-09,"10:19",82,60,8,14,22,49,6,7,62,47,9,14,70,514,80,145,739
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47081.txt","47081",2019-09-09,"10:19",86,60,18,8,26,57,5,7,69,31,24,44,99,243,33,54,330
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47091.txt","47091",2019-09-09,"10:19",76,60,6,10,16,43,7,5,55,82,8,11,101,177,23,48,248
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47231.txt","47231",2019-09-09,"10:19",78,60,6,12,18,48,3,19,70,24,7,2,33,137,14,33,184
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47238.txt","47238",2019-09-09,"10:19",74,60,10,4,14,34,1,2,37,70,9,8,87,276,8,23,307
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47242.txt","47242",2019-09-09,"10:19",80,60,12,8,20,67,2,13,82,62,19,9,90,321,10,93,424
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47244.txt","47244",2019-09-09,"10:19",83,60,5,18,23,40,6,20,66,52,9,53,114,363,37,121,521
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47633.txt","47633",2019-09-09,"10:19",80,60,11,9,20,56,20,8,84,66,14,21,101,257,56,44,357
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47636.txt","47636",2019-09-09,"10:19",59,45,12,2,14,97,23,5,125,58,17,3,78,152,5,5,162
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47752.txt","47752",2019-09-09,"10:19",81,60,10,11,21,41,8,9,58,31,19,8,58,440,78,105,623
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47767.txt","47767",2019-09-09,"10:19",53,39,12,2,14,99,8,32,139,14,3,1,18,95,1,1,97
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47768.txt","47768",2019-09-09,"10:19",57,42,10,5,15,116,17,14,147,33,20,8,61,159,2,22,183
"./Ship3_Latin-square/2019-09-09_10h19m_Subject 47780.txt","47780",2019-09-09,"10:19",79,60,6,13,19,51,11,10,72,58,7,30,95,377,34,108,519
"./Ship3_Latin-square/2019-09-09_10h22m_Subject 46884.txt","46884",2019-09-09,"10:22",82,59,12,11,23,46,6,11,63,32,6,2,40,143,29,26,198
"./Ship3_Latin-square/2019-09-09_10h22m_Subject 47083.txt","47083",2019-09-09,"10:22",77,58,6,13,19,60,4,9,73,53,3,30,86,268,25,73,366
"./Ship3_Latin-square/2019-09-09_10h22m_Subject 47086.txt","47086",2019-09-09,"10:22",74,56,12,6,18,68,14,6,88,43,13,2,58,214,25,33,272
"./Ship3_Latin-square/2019-09-09_10h22m_Subject 47246.txt","47246",2019-09-09,"10:22",79,60,10,9,19,58,4,3,65,24,3,2,29,380,52,74,506
"./Ship3_Latin-square/2019-09-09_10h22m_Subject 47635.txt","47635",2019-09-09,"10:22",80,60,14,6,20,37,9,7,53,61,24,13,98,398,84,42,524
"./Ship3_Latin-square/2019-09-09_10h22m_Subject 47779.txt","47779",2019-09-09,"10:22",35,25,9,1,10,48,7,0,55,3,6,0,9,52,27,3,82
"./Ship3_Latin-square/2019-09-09_10h22m_Subject 47797.txt","47797",2019-09-09,"10:22",51,37,0,14,14,40,0,15,55,12,0,11,23,137,0,33,170
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 46900.txt","46900",2019-09-09,"11:35",77,60,8,9,17,8,15,0,23,66,4,48,118,699,69,154,922
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 46986.txt","46986",2019-09-09,"11:35",77,58,11,8,19,65,13,11,89,9,24,1,34,263,36,31,330
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 47076.txt","47076",2019-09-09,"11:35",83,60,14,9,23,40,2,6,48,49,15,49,113,261,11,56,328
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 47079.txt","47079",2019-09-09,"11:35",77,60,8,9,17,31,1,0,32,43,5,12,60,345,35,59,439
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 47082.txt","47082",2019-09-09,"11:35",66,49,13,4,17,99,10,11,120,27,10,7,44,244,11,21,276
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 47092.txt","47092",2019-09-09,"11:35",77,60,9,8,17,21,2,1,24,47,17,6,70,765,108,82,955
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 47226.txt","47226",2019-09-09,"11:35",80,60,12,8,20,55,7,17,79,42,9,9,60,305,5,46,356
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 47227.txt","47227",2019-09-09,"11:35",84,60,15,9,24,62,10,9,81,33,27,7,67,230,2,49,281
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 47250.txt","47250",2019-09-09,"11:35",83,60,13,10,23,37,4,11,52,36,5,22,63,357,31,107,495
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 47645.txt","47645",2019-09-09,"11:35",30,22,7,1,8,84,7,18,109,20,17,1,38,93,54,1,148
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 47646.txt","47646",2019-09-09,"11:35",78,60,12,6,18,50,2,9,61,27,6,8,41,429,2,57,488
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 47755.txt","47755",2019-09-09,"11:35",82,60,5,17,22,51,5,10,66,49,3,20,72,404,31,124,559
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 47760.txt","47760",2019-09-09,"11:35",82,60,8,14,22,52,7,22,81,45,6,11,62,695,92,163,950
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 47770.txt","47770",2019-09-09,"11:35",51,40,7,4,11,99,14,3,116,91,11,0,102,166,36,14,216
"./Ship3_Latin-square/2019-09-09_11h35m_Subject 47795.txt","47795",2019-09-09,"11:35",66,48,15,3,18,72,16,4,92,36,16,3,55,149,4,21,174
"./Ship3_Latin-square/2019-09-09_11h40m_Subject 47229.txt","47229",2019-09-09,"11:40",78,60,10,8,18,39,10,12,61,40,14,5,59,423,48,63,534
"./Ship3_Latin-square/2019-09-09_11h40m_Subject 47233.txt","47233",2019-09-09,"11:40",84,60,10,14,24,31,0,4,35,31,8,16,55,336,39,89,464
"./Ship3_Latin-square/2019-09-09_11h40m_Subject 47234.txt","47234",2019-09-09,"11:40",85,60,15,10,25,42,7,5,54,38,18,7,63,313,53,58,424
"./Ship3_Latin-square/2019-09-09_11h40m_Subject 47241.txt","47241",2019-09-09,"11:40",89,60,0,29,29,34,0,6,40,9,0,7,16,752,0,304,1056
"./Ship3_Latin-square/2019-09-09_11h40m_Subject 47247.txt","47247",2019-09-09,"11:40",79,60,8,11,19,32,3,3,38,19,6,7,32,215,51,43,309
"./Ship3_Latin-square/2019-09-09_11h40m_Subject 47777.txt","47777",2019-09-09,"11:40",64,45,9,10,19,104,13,28,145,32,13,14,59,124,3,29,156
"./Ship3_Latin-square/2019-09-09_11h40m_Subject 47784.txt","47784",2019-09-09,"11:40",81,60,1,20,21,37,1,5,43,43,2,21,66,1126,10,268,1404
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 46880.txt","46880",2019-09-09,"12:47",87,60,11,16,27,11,1,4,16,12,1,17,30,474,79,150,703
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 46882.txt","46882",2019-09-09,"12:47",77,54,13,10,23,79,9,22,110,63,19,5,87,381,1,59,441
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 46883.txt","46883",2019-09-09,"12:47",81,60,9,12,21,45,56,4,105,116,32,15,163,567,78,122,767
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 46894.txt","46894",2019-09-09,"12:47",81,60,10,11,21,35,9,7,51,52,17,4,73,233,34,45,312
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 47088.txt","47088",2019-09-09,"12:47",82,60,11,11,22,63,6,20,89,52,15,28,95,390,45,110,545
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 47228.txt","47228",2019-09-09,"12:47",79,60,11,8,19,35,10,5,50,19,6,2,27,306,74,55,435
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 47243.txt","47243",2019-09-09,"12:47",81,60,12,9,21,101,10,35,146,36,7,9,52,492,83,74,649
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 47249.txt","47249",2019-09-09,"12:47",72,56,12,4,16,77,12,6,95,76,27,4,107,179,26,17,222
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 47639.txt","47639",2019-09-09,"12:47",77,60,9,8,17,27,2,3,32,14,4,9,27,641,76,90,807
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 47649.txt","47649",2019-09-09,"12:47",77,60,8,9,17,32,1,0,33,23,5,4,32,310,37,34,381
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 47758.txt","47758",2019-09-09,"12:47",80,60,13,7,20,23,0,1,24,33,58,1,92,491,45,94,630
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 47759.txt","47759",2019-09-09,"12:47",81,60,12,9,21,24,8,1,33,52,19,13,84,398,33,84,515
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 47776.txt","47776",2019-09-09,"12:47",81,60,8,13,21,26,4,7,37,58,12,45,115,697,128,172,997
"./Ship3_Latin-square/2019-09-09_12h47m_Subject 47799.txt","47799",2019-09-09,"12:47",79,60,8,11,19,47,4,8,59,75,12,8,95,232,16,74,322
"./Ship3_Latin-square/2019-09-09_12h54m_Subject 46881.txt","46881",2019-09-09,"12:54",83,58,12,13,25,82,3,23,108,42,4,13,59,253,10,58,321
"./Ship3_Latin-square/2019-09-09_12h54m_Subject 47087.txt","47087",2019-09-09,"12:54",82,60,12,10,22,87,12,17,116,73,18,13,104,198,11,40,249
"./Ship3_Latin-square/2019-09-09_12h54m_Subject 47626.txt","47626",2019-09-09,"12:54",82,60,10,12,22,36,3,9,48,87,9,9,105,238,27,69,334
"./Ship3_Latin-square/2019-09-09_12h54m_Subject 47634.txt","47634",2019-09-09,"12:54",79,56,12,11,23,104,15,34,153,39,10,7,56,181,3,65,249
"./Ship3_Latin-square/2019-09-09_12h54m_Subject 47640.txt","47640",2019-09-09,"12:54",65,49,13,3,16,81,12,6,99,26,13,1,40,293,3,21,317
"./Ship3_Latin-square/2019-09-09_12h54m_Subject 47754.txt","47754",2019-09-09,"12:54",48,35,8,5,13,33,52,4,89,20,18,91,129,103,23,6,132
"./Ship3_Latin-square/2019-09-09_12h54m_Subject 47800.txt","47800",2019-09-09,"12:54",75,60,10,5,15,70,2,2,74,64,16,2,82,264,30,34,328
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 46876.txt","46876",2019-09-09,"13:59",79,60,11,8,19,31,5,3,39,2,0,3,5,355,45,71,471
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 46877.txt","46877",2019-09-09,"13:59",84,60,13,11,24,102,3,29,134,98,119,43,260,599,21,209,829
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 46893.txt","46893",2019-09-09,"13:59",82,60,9,13,22,16,1,2,19,35,5,6,46,744,84,161,989
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 46895.txt","46895",2019-09-09,"13:59",78,56,10,12,22,41,7,9,57,48,24,10,82,357,55,57,469
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 47638.txt","47638",2019-09-09,"13:59",79,60,11,8,19,97,13,9,119,52,21,40,113,264,38,43,345
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 47757.txt","47757",2019-09-09,"13:59",58,42,11,5,16,79,29,8,116,22,11,2,35,174,50,31,255
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 47769.txt","47769",2019-09-09,"13:59",78,56,13,9,22,69,10,14,93,37,14,24,75,417,60,73,550
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 47771.txt","47771",2019-09-09,"13:59",81,60,11,10,21,45,2,8,55,29,14,35,78,490,56,132,678
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 47775.txt","47775",2019-09-09,"13:59",83,59,14,10,24,125,32,3,160,54,39,13,106,289,40,70,399
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 47781.txt","47781",2019-09-09,"13:59",78,60,10,8,18,50,1,6,57,43,22,13,78,445,2,130,577
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 47782.txt","47782",2019-09-09,"13:59",75,60,7,8,15,57,1,0,58,16,2,6,24,580,37,123,740
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 47783.txt","47783",2019-09-09,"13:59",75,59,13,3,16,99,14,6,119,33,8,3,44,355,7,16,378
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 47785.txt","47785",2019-09-09,"13:59",85,60,14,11,25,94,12,20,126,45,6,23,74,332,1,90,423
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 47786.txt","47786",2019-09-09,"13:59",71,53,11,7,18,58,13,13,84,44,9,15,68,178,22,57,257
"./Ship3_Latin-square/2019-09-09_13h59m_Subject 47788.txt","47788",2019-09-09,"13:59",82,60,13,9,22,42,11,7,60,70,25,11,106,412,55,86,553
"./Ship3_Latin-square/2019-09-09_14h03m_Subject 46888.txt","46888",2019-09-09,"14:03",80,60,13,7,20,40,6,6,52,45,16,10,71,505,47,106,658
"./Ship3_Latin-square/2019-09-09_14h03m_Subject 46889.txt","46889",2019-09-09,"14:03",82,60,3,19,22,8,0,4,12,26,4,21,51,801,59,195,1055
"./Ship3_Latin-square/2019-09-09_14h03m_Subject 46892.txt","46892",2019-09-09,"14:03",84,60,14,10,24,38,11,4,53,21,3,5,29,453,86,97,636
"./Ship3_Latin-square/2019-09-09_14h03m_Subject 46898.txt","46898",2019-09-09,"14:03",83,60,6,17,23,30,2,5,37,5,5,8,18,527,40,101,668
"./Ship3_Latin-square/2019-09-09_14h03m_Subject 47097.txt","47097",2019-09-09,"14:03",85,60,17,8,25,87,4,15,106,81,45,10,136,385,0,90,475
"./Ship3_Latin-square/2019-09-09_14h03m_Subject 47099.txt","47099",2019-09-09,"14:03",84,60,12,12,24,30,10,7,47,40,10,10,60,516,54,150,720
"./Ship3_Latin-square/2019-09-09_14h03m_Subject 47798.txt","47798",2019-09-09,"14:03",81,60,6,15,21,23,2,5,30,18,2,1,21,158,11,69,238
"./Ship3_Latin-square/2019-09-09_15h22m_Subject 47080.txt","47080",2019-09-09,"15:22",76,60,7,9,16,22,0,1,23,9,1,0,10,474,68,80,622
