"filename","subject","date","time","tot_num_trials","tot_num_free","tot_num_fd","tot_num_fi","tot_forced_trials","events_before_center","events_before_center_fd","events_before_center_fi","events_before_center_tot","events_before_choice","events_before_choice_fd","events_before_choice_fi","events_before_choice_tot","events_during_to","events_during_to_fd","events_during_to_fi","events_during_to_tot"
"./Ship3_Latin-square/2019-09-20_09h37m_Subject 47780.txt","47780",2019-09-20,"09:37",78,60,9,9,18,72,7,8,87,37,11,4,52,296,32,60,388
"./Ship3_Latin-square/2019-09-20_10h48m_Subject 47229.txt","47229",2019-09-20,"10:48",80,60,10,10,20,15,0,1,16,37,11,6,54,560,70,119,749
"./Ship3_Latin-square/2019-09-20_10h48m_Subject 47233.txt","47233",2019-09-20,"10:48",83,60,11,12,23,60,5,12,77,55,8,17,80,273,4,118,395
"./Ship3_Latin-square/2019-09-20_10h48m_Subject 47234.txt","47234",2019-09-20,"10:48",81,60,11,10,21,79,1,9,89,154,11,26,191,479,115,118,712
"./Ship3_Latin-square/2019-09-20_10h48m_Subject 47237.txt","47237",2019-09-20,"10:48",78,60,10,8,18,16,5,0,21,8,2,17,27,494,74,70,638
"./Ship3_Latin-square/2019-09-20_10h48m_Subject 47241.txt","47241",2019-09-20,"10:48",71,60,4,7,11,13,0,1,14,6,2,1,9,805,36,128,969
"./Ship3_Latin-square/2019-09-20_10h48m_Subject 47247.txt","47247",2019-09-20,"10:48",76,60,5,11,16,15,0,0,15,17,0,3,20,450,34,63,547
"./Ship3_Latin-square/2019-09-20_10h48m_Subject 47777.txt","47777",2019-09-20,"10:48",72,55,4,13,17,32,8,0,40,24,2,7,33,480,41,114,635
"./Ship3_Latin-square/2019-09-20_10h48m_Subject 47784.txt","47784",2019-09-20,"10:48",80,60,3,17,20,23,1,6,30,42,0,20,62,1370,96,296,1762
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 46900.txt","46900",2019-09-20,"10:51",82,60,11,11,22,28,0,11,39,51,26,13,90,564,8,123,695
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 46986.txt","46986",2019-09-20,"10:51",58,41,13,4,17,48,16,5,69,15,13,2,30,143,40,14,197
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47076.txt","47076",2019-09-20,"10:51",78,60,6,12,18,16,1,2,19,11,4,5,20,935,106,207,1248
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47079.txt","47079",2019-09-20,"10:51",79,60,5,14,19,26,3,2,31,57,9,16,82,324,22,75,421
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47082.txt","47082",2019-09-20,"10:51",76,60,4,12,16,22,0,3,25,33,5,2,40,511,41,83,635
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47092.txt","47092",2019-09-20,"10:51",84,60,12,12,24,5,2,1,8,53,18,4,75,833,211,169,1213
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47098.txt","47098",2019-09-20,"10:51",81,60,11,10,21,51,2,14,67,15,5,22,42,127,1,28,156
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47226.txt","47226",2019-09-20,"10:51",76,60,4,12,16,13,3,1,17,91,6,15,112,2377,149,421,2947
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47227.txt","47227",2019-09-20,"10:51",77,60,7,10,17,19,2,1,22,24,8,2,34,690,99,138,927
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47250.txt","47250",2019-09-20,"10:51",79,60,11,8,19,25,2,4,31,16,5,6,27,602,48,102,752
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47645.txt","47645",2019-09-20,"10:51",47,34,11,2,13,90,17,6,113,20,6,0,26,180,28,2,210
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47646.txt","47646",2019-09-20,"10:51",85,60,4,21,25,9,1,5,15,82,6,38,126,1757,120,652,2529
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47755.txt","47755",2019-09-20,"10:51",77,60,7,10,17,30,3,4,37,38,11,4,53,767,102,107,976
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47760.txt","47760",2019-09-20,"10:51",79,60,9,10,19,35,5,4,44,33,6,7,46,1107,167,151,1425
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47770.txt","47770",2019-09-20,"10:51",43,31,10,2,12,70,17,4,91,32,45,4,81,91,8,9,108
"./Ship3_Latin-square/2019-09-20_10h51m_Subject 47795.txt","47795",2019-09-20,"10:51",83,60,2,21,23,40,0,7,47,24,0,5,29,490,9,111,610
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 46880.txt","46880",2019-09-20,"12:01",81,60,7,14,21,6,0,1,7,15,0,6,21,1023,92,268,1383
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 46882.txt","46882",2019-09-20,"12:01",85,60,14,11,25,35,6,64,105,55,63,23,141,393,50,57,500
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 46883.txt","46883",2019-09-20,"12:01",83,60,10,13,23,19,4,3,26,197,51,6,254,560,93,118,771
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 46894.txt","46894",2019-09-20,"12:01",82,60,10,12,22,42,4,15,61,20,4,11,35,427,58,117,602
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 46896.txt","46896",2019-09-20,"12:01",76,60,6,10,16,21,0,2,23,41,5,4,50,882,87,169,1138
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 47088.txt","47088",2019-09-20,"12:01",77,60,5,12,17,11,2,1,14,77,3,9,89,1040,81,230,1351
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 47228.txt","47228",2019-09-20,"12:01",78,60,9,9,18,18,3,3,24,20,5,9,34,600,74,73,747
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 47243.txt","47243",2019-09-20,"12:01",77,60,9,8,17,43,9,3,55,10,11,16,37,756,89,138,983
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 47249.txt","47249",2019-09-20,"12:01",80,60,10,10,20,17,7,0,24,73,14,7,94,388,65,75,528
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 47639.txt","47639",2019-09-20,"12:01",85,60,13,12,25,19,1,6,26,10,6,8,24,802,134,161,1097
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 47649.txt","47649",2019-09-20,"12:01",84,60,10,14,24,26,10,4,40,12,4,13,29,615,88,157,860
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 47753.txt","47753",2019-09-20,"12:01",85,60,12,13,25,51,13,11,75,38,46,28,112,530,71,173,774
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 47758.txt","47758",2019-09-20,"12:01",81,60,9,12,21,6,0,0,6,60,0,8,68,808,115,181,1104
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 47759.txt","47759",2019-09-20,"12:01",81,60,11,10,21,11,1,2,14,44,3,6,53,766,103,146,1015
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 47776.txt","47776",2019-09-20,"12:01",81,60,8,13,21,8,0,2,10,52,17,9,78,1030,131,244,1405
"./Ship3_Latin-square/2019-09-20_12h01m_Subject 47799.txt","47799",2019-09-20,"12:01",80,60,11,9,20,16,3,2,21,56,18,21,95,585,75,138,798
"./Ship3_Latin-square/2019-09-20_12h04m_Subject 46881.txt","46881",2019-09-20,"12:04",75,60,6,9,15,30,2,4,36,18,2,5,25,423,26,144,593
"./Ship3_Latin-square/2019-09-20_12h04m_Subject 47087.txt","47087",2019-09-20,"12:04",83,60,12,11,23,38,2,9,49,76,83,8,167,205,42,62,309
"./Ship3_Latin-square/2019-09-20_12h04m_Subject 47626.txt","47626",2019-09-20,"12:04",81,60,7,14,21,17,2,5,24,15,2,7,24,344,43,76,463
"./Ship3_Latin-square/2019-09-20_12h04m_Subject 47632.txt","47632",2019-09-20,"12:04",82,60,12,10,22,24,3,2,29,36,13,5,54,1068,114,253,1435
"./Ship3_Latin-square/2019-09-20_12h04m_Subject 47634.txt","47634",2019-09-20,"12:04",86,60,11,15,26,66,8,14,88,22,5,17,44,253,40,107,400
"./Ship3_Latin-square/2019-09-20_12h04m_Subject 47640.txt","47640",2019-09-20,"12:04",81,60,12,9,21,56,10,1,67,26,8,6,40,311,23,109,443
"./Ship3_Latin-square/2019-09-20_12h04m_Subject 47754.txt","47754",2019-09-20,"12:04",65,46,7,12,19,36,4,11,51,27,5,19,51,199,47,81,327
"./Ship3_Latin-square/2019-09-20_12h04m_Subject 47800.txt","47800",2019-09-20,"12:04",81,60,9,12,21,55,5,11,71,74,21,12,107,505,76,71,652
"./Ship3_Latin-square/2019-09-20_13h28m_Subject 46888.txt","46888",2019-09-20,"13:28",82,60,8,14,22,14,0,2,16,60,19,9,88,982,123,212,1317
"./Ship3_Latin-square/2019-09-20_13h28m_Subject 46889.txt","46889",2019-09-20,"13:28",76,60,9,7,16,14,5,6,25,25,5,4,34,617,14,134,765
"./Ship3_Latin-square/2019-09-20_13h28m_Subject 46890.txt","46890",2019-09-20,"13:28",64,47,11,6,17,32,7,5,44,9,6,5,20,109,2,23,134
"./Ship3_Latin-square/2019-09-20_13h28m_Subject 46892.txt","46892",2019-09-20,"13:28",77,60,6,11,17,15,24,1,40,12,3,6,21,891,79,142,1112
"./Ship3_Latin-square/2019-09-20_13h28m_Subject 46898.txt","46898",2019-09-20,"13:28",76,60,7,9,16,27,2,5,34,29,2,16,47,717,98,103,918
"./Ship3_Latin-square/2019-09-20_13h28m_Subject 47097.txt","47097",2019-09-20,"13:28",81,60,13,8,21,31,5,6,42,59,20,22,101,624,90,124,838
"./Ship3_Latin-square/2019-09-20_13h28m_Subject 47099.txt","47099",2019-09-20,"13:28",80,60,9,11,20,5,2,3,10,27,1,30,58,1115,159,195,1469
"./Ship3_Latin-square/2019-09-20_13h28m_Subject 47798.txt","47798",2019-09-20,"13:28",81,60,6,15,21,30,0,9,39,7,6,2,15,205,19,51,275
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 46876.txt","46876",2019-09-20,"13:30",81,60,10,11,21,21,2,3,26,5,0,3,8,745,69,169,983
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 46877.txt","46877",2019-09-20,"13:30",84,60,13,11,24,35,5,10,50,115,83,48,246,602,26,181,809
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 46893.txt","46893",2019-09-20,"13:30",76,60,6,10,16,8,1,2,11,31,4,3,38,1242,141,209,1592
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 46895.txt","46895",2019-09-20,"13:30",84,60,9,15,24,19,9,7,35,12,21,19,52,286,45,97,428
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 47638.txt","47638",2019-09-20,"13:30",82,60,11,11,22,45,10,12,67,36,7,11,54,338,66,76,480
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 47757.txt","47757",2019-09-20,"13:30",79,60,10,9,19,68,12,10,90,36,10,9,55,327,41,53,421
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 47769.txt","47769",2019-09-20,"13:30",84,60,13,11,24,37,3,17,57,31,13,21,65,490,73,92,655
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 47771.txt","47771",2019-09-20,"13:30",83,60,11,12,23,19,0,3,22,15,3,2,20,816,139,141,1096
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 47775.txt","47775",2019-09-20,"13:30",75,60,6,9,15,49,6,2,57,17,15,2,34,465,48,67,580
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 47781.txt","47781",2019-09-20,"13:30",81,60,11,10,21,15,3,2,20,20,8,5,33,847,104,177,1128
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 47782.txt","47782",2019-09-20,"13:30",85,60,12,13,25,13,7,2,22,10,3,2,15,716,148,183,1047
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 47783.txt","47783",2019-09-20,"13:30",78,60,10,8,18,55,6,9,70,31,5,2,38,479,32,40,551
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 47785.txt","47785",2019-09-20,"13:30",81,60,12,9,21,18,1,1,20,31,15,1,47,915,60,229,1204
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 47786.txt","47786",2019-09-20,"13:30",60,45,10,5,15,59,14,8,81,25,9,4,38,101,8,11,120
"./Ship3_Latin-square/2019-09-20_13h30m_Subject 47788.txt","47788",2019-09-20,"13:30",79,60,8,11,19,17,3,4,24,61,15,17,93,690,98,127,915
"./Ship3_Latin-square/2019-09-20_14h41m_Subject 47080.txt","47080",2019-09-20,"14:41",78,60,5,13,18,13,0,6,19,36,10,6,52,1251,90,323,1664
"./Ship3_Latin-square/2019-09-20_14h41m_Subject 47089.txt","47089",2019-09-20,"14:41",75,60,10,5,15,51,5,6,62,61,16,5,82,270,18,26,314
"./Ship3_Latin-square/2019-09-20_14h41m_Subject 47762.txt","47762",2019-09-20,"14:41",80,60,9,11,20,56,6,1,63,37,21,17,75,198,35,57,290
"./Ship3_Latin-square/2019-09-20_14h41m_Subject 47791.txt","47791",2019-09-20,"14:41",81,60,11,10,21,31,1,6,38,47,16,24,87,267,16,55,338
"./Ship3_Latin-square/2019-09-21_09h36m_Subject 46884.txt","46884",2019-09-21,"09:36",79,60,8,11,19,22,5,6,33,14,3,4,21,357,64,61,482
"./Ship3_Latin-square/2019-09-21_09h36m_Subject 47083.txt","47083",2019-09-21,"09:36",70,55,8,7,15,93,9,9,111,52,9,12,73,151,2,53,206
"./Ship3_Latin-square/2019-09-21_09h36m_Subject 47086.txt","47086",2019-09-21,"09:36",80,60,10,10,20,29,3,3,35,24,3,11,38,365,38,85,488
"./Ship3_Latin-square/2019-09-21_09h36m_Subject 47246.txt","47246",2019-09-21,"09:36",83,60,4,19,23,24,1,3,28,9,2,15,26,455,38,99,592
"./Ship3_Latin-square/2019-09-21_09h36m_Subject 47635.txt","47635",2019-09-21,"09:36",81,60,9,12,21,24,6,3,33,53,13,11,77,672,108,112,892
"./Ship3_Latin-square/2019-09-21_09h36m_Subject 47779.txt","47779",2019-09-21,"09:36",79,60,7,12,19,7,3,0,10,96,18,16,130,206,16,57,279
"./Ship3_Latin-square/2019-09-21_09h36m_Subject 47790.txt","47790",2019-09-21,"09:36",84,60,12,12,24,7,0,0,7,17,0,7,24,615,92,201,908
"./Ship3_Latin-square/2019-09-21_09h36m_Subject 47797.txt","47797",2019-09-21,"09:36",35,25,6,4,10,31,10,4,45,26,19,4,49,95,21,9,125
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 46878.txt","46878",2019-09-21,"09:39",75,60,5,10,15,23,2,4,29,15,7,10,32,905,79,146,1130
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 46885.txt","46885",2019-09-21,"09:39",47,33,10,4,14,96,12,12,120,11,3,2,16,106,7,15,128
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 46899.txt","46899",2019-09-21,"09:39",76,60,8,8,16,54,4,11,69,24,5,8,37,738,117,107,962
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 47081.txt","47081",2019-09-21,"09:39",74,60,6,8,14,25,4,3,32,7,3,3,13,516,21,91,628
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 47091.txt","47091",2019-09-21,"09:39",81,60,7,14,21,24,4,3,31,59,6,15,80,293,34,77,404
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 47095.txt","47095",2019-09-21,"09:39",80,60,11,9,20,56,7,3,66,25,8,17,50,375,66,80,521
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 47231.txt","47231",2019-09-21,"09:39",85,60,5,20,25,60,2,23,85,26,9,4,39,338,17,68,423
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 47238.txt","47238",2019-09-21,"09:39",81,60,10,11,21,22,0,4,26,53,16,15,84,409,56,108,573
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 47242.txt","47242",2019-09-21,"09:39",78,60,12,6,18,79,6,5,90,92,11,44,147,495,69,86,650
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 47244.txt","47244",2019-09-21,"09:39",77,58,10,9,19,86,1,22,109,99,43,13,155,314,9,69,392
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 47633.txt","47633",2019-09-21,"09:39",79,60,6,13,19,41,2,0,43,70,21,11,102,630,87,113,830
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 47636.txt","47636",2019-09-21,"09:39",61,44,9,8,17,120,8,28,156,54,10,8,72,165,13,51,229
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 47752.txt","47752",2019-09-21,"09:39",81,60,7,14,21,39,2,6,47,31,9,8,48,757,78,167,1002
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 47767.txt","47767",2019-09-21,"09:39",82,60,11,11,22,75,4,18,97,74,10,13,97,228,24,67,319
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 47768.txt","47768",2019-09-21,"09:39",79,55,14,10,24,66,8,11,85,29,8,17,54,254,15,76,345
"./Ship3_Latin-square/2019-09-21_09h39m_Subject 47780.txt","47780",2019-09-21,"09:39",82,57,9,16,25,73,14,12,99,54,16,42,112,295,47,103,445
"./Ship3_Latin-square/2019-09-21_10h47m_Subject 47229.txt","47229",2019-09-21,"10:47",80,60,7,13,20,14,1,1,16,42,5,5,52,964,145,235,1344
"./Ship3_Latin-square/2019-09-21_10h47m_Subject 47233.txt","47233",2019-09-21,"10:47",77,60,5,12,17,21,0,4,25,22,2,7,31,461,51,113,625
"./Ship3_Latin-square/2019-09-21_10h47m_Subject 47234.txt","47234",2019-09-21,"10:47",84,60,12,12,24,44,9,7,60,49,39,25,113,413,72,114,599
"./Ship3_Latin-square/2019-09-21_10h47m_Subject 47237.txt","47237",2019-09-21,"10:47",75,60,7,8,15,15,2,1,18,13,4,13,30,778,104,128,1010
"./Ship3_Latin-square/2019-09-21_10h47m_Subject 47241.txt","47241",2019-09-21,"10:47",81,60,9,12,21,10,0,3,13,6,5,1,12,1046,167,227,1440
"./Ship3_Latin-square/2019-09-21_10h47m_Subject 47247.txt","47247",2019-09-21,"10:47",70,60,5,5,10,56,3,13,72,32,4,7,43,200,0,28,228
"./Ship3_Latin-square/2019-09-21_10h47m_Subject 47777.txt","47777",2019-09-21,"10:47",79,60,8,11,19,36,8,15,59,46,13,6,65,381,27,88,496
"./Ship3_Latin-square/2019-09-21_10h47m_Subject 47784.txt","47784",2019-09-21,"10:47",78,60,11,7,18,156,11,36,203,71,9,9,89,562,1,74,637
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 46900.txt","46900",2019-09-21,"10:49",78,60,7,11,18,9,3,0,12,61,7,16,84,1016,138,151,1305
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 46986.txt","46986",2019-09-21,"10:49",67,49,12,6,18,51,29,9,89,34,12,15,61,310,57,43,410
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47076.txt","47076",2019-09-21,"10:49",85,60,14,11,25,18,1,5,24,71,8,33,112,456,47,127,630
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47079.txt","47079",2019-09-21,"10:49",79,60,14,5,19,53,9,8,70,61,20,6,87,240,5,18,263
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47082.txt","47082",2019-09-21,"10:49",76,60,8,8,16,58,3,4,65,42,5,11,58,384,39,63,486
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47092.txt","47092",2019-09-21,"10:49",83,60,12,11,23,113,3,45,161,67,9,12,88,353,0,98,451
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47098.txt","47098",2019-09-21,"10:49",77,60,7,10,17,20,2,3,25,17,5,8,30,514,48,118,680
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47226.txt","47226",2019-09-21,"10:49",82,60,11,11,22,27,9,3,39,86,29,23,138,1392,66,507,1965
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47227.txt","47227",2019-09-21,"10:49",79,60,10,9,19,35,4,4,43,48,5,4,57,347,40,43,430
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47250.txt","47250",2019-09-21,"10:49",81,60,9,12,21,18,3,3,24,10,6,12,28,855,120,202,1177
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47645.txt","47645",2019-09-21,"10:49",71,51,10,10,20,112,28,23,163,27,10,8,45,270,37,53,360
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47646.txt","47646",2019-09-21,"10:49",85,60,15,10,25,74,7,15,96,64,17,54,135,305,24,116,445
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47755.txt","47755",2019-09-21,"10:49",83,60,10,13,23,34,2,8,44,35,5,10,50,708,140,119,967
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47760.txt","47760",2019-09-21,"10:49",81,60,12,9,21,65,9,13,87,56,14,10,80,432,11,104,547
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47770.txt","47770",2019-09-21,"10:49",38,26,10,2,12,103,59,0,162,39,37,4,80,133,47,6,186
"./Ship3_Latin-square/2019-09-21_10h49m_Subject 47795.txt","47795",2019-09-21,"10:49",67,52,12,3,15,106,24,4,134,36,16,6,58,186,17,16,219
"./Ship3_Latin-square/2019-09-21_11h56m_Subject 46881.txt","46881",2019-09-21,"11:56",74,60,4,10,14,30,1,1,32,21,1,3,25,880,52,163,1095
"./Ship3_Latin-square/2019-09-21_11h56m_Subject 47087.txt","47087",2019-09-21,"11:56",80,60,9,11,20,18,1,2,21,68,12,6,86,417,57,78,552
"./Ship3_Latin-square/2019-09-21_11h56m_Subject 47626.txt","47626",2019-09-21,"11:56",64,47,9,8,17,42,4,8,54,45,7,5,57,151,25,28,204
"./Ship3_Latin-square/2019-09-21_11h56m_Subject 47632.txt","47632",2019-09-21,"11:56",83,60,15,8,23,70,11,5,86,87,51,13,151,513,3,151,667
"./Ship3_Latin-square/2019-09-21_11h56m_Subject 47634.txt","47634",2019-09-21,"11:56",81,60,10,11,21,53,3,10,66,26,9,3,38,249,57,60,366
"./Ship3_Latin-square/2019-09-21_11h56m_Subject 47640.txt","47640",2019-09-21,"11:56",74,55,11,8,19,61,5,9,75,28,4,18,50,464,95,100,659
"./Ship3_Latin-square/2019-09-21_11h56m_Subject 47754.txt","47754",2019-09-21,"11:56",52,39,5,8,13,35,2,4,41,19,1,28,48,145,20,40,205
"./Ship3_Latin-square/2019-09-21_11h56m_Subject 47800.txt","47800",2019-09-21,"11:56",82,60,10,12,22,63,8,16,87,53,13,18,84,349,54,68,471
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 46880.txt","46880",2019-09-21,"11:59",81,60,11,10,21,18,0,5,23,20,9,8,37,452,44,94,590
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 46882.txt","46882",2019-09-21,"11:59",79,60,10,9,19,30,2,1,33,50,10,16,76,604,72,121,797
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 46883.txt","46883",2019-09-21,"11:59",80,60,6,14,20,15,0,3,18,38,14,53,105,453,54,126,633
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 46894.txt","46894",2019-09-21,"11:59",78,60,6,12,18,46,2,16,64,23,2,7,32,505,79,78,662
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 46896.txt","46896",2019-09-21,"11:59",82,60,4,18,22,16,0,7,23,27,6,9,42,956,46,319,1321
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 47088.txt","47088",2019-09-21,"11:59",86,60,12,14,26,39,4,9,52,64,23,9,96,606,73,231,910
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 47228.txt","47228",2019-09-21,"11:59",68,46,0,22,22,30,0,15,45,23,0,92,115,217,0,211,428
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 47243.txt","47243",2019-09-21,"11:59",79,60,9,10,19,54,5,3,62,19,11,1,31,864,130,156,1150
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 47249.txt","47249",2019-09-21,"11:59",82,60,10,12,22,67,3,13,83,88,31,30,149,309,35,88,432
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 47639.txt","47639",2019-09-21,"11:59",80,60,8,12,20,28,5,1,34,12,7,7,26,675,113,130,918
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 47649.txt","47649",2019-09-21,"11:59",75,54,11,10,21,70,6,20,96,14,1,10,25,236,6,56,298
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 47753.txt","47753",2019-09-21,"11:59",81,60,8,13,21,27,3,7,37,36,28,35,99,689,92,181,962
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 47758.txt","47758",2019-09-21,"11:59",80,60,12,8,20,15,1,0,16,11,1,3,15,576,50,105,731
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 47759.txt","47759",2019-09-21,"11:59",81,60,9,12,21,40,1,13,54,57,5,32,94,372,28,109,509
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 47776.txt","47776",2019-09-21,"11:59",84,60,11,13,24,11,4,4,19,51,20,11,82,1193,179,301,1673
"./Ship3_Latin-square/2019-09-21_11h59m_Subject 47799.txt","47799",2019-09-21,"11:59",81,60,11,10,21,31,2,4,37,78,26,16,120,229,19,57,305
"./Ship3_Latin-square/2019-09-21_13h05m_Subject 46888.txt","46888",2019-09-21,"13:05",75,60,6,9,15,16,3,4,23,49,6,13,68,864,76,97,1037
"./Ship3_Latin-square/2019-09-21_13h05m_Subject 46889.txt","46889",2019-09-21,"13:05",75,60,5,10,15,6,0,1,7,20,5,5,30,1246,117,197,1560
"./Ship3_Latin-square/2019-09-21_13h05m_Subject 46890.txt","46890",2019-09-21,"13:05",81,60,9,12,21,18,2,2,22,12,3,6,21,275,57,59,391
"./Ship3_Latin-square/2019-09-21_13h05m_Subject 46892.txt","46892",2019-09-21,"13:05",80,60,10,10,20,16,2,2,20,18,2,3,23,691,78,140,909
"./Ship3_Latin-square/2019-09-21_13h05m_Subject 46898.txt","46898",2019-09-21,"13:05",79,60,12,7,19,47,4,4,55,16,3,8,27,376,20,83,479
"./Ship3_Latin-square/2019-09-21_13h05m_Subject 47097.txt","47097",2019-09-21,"13:05",81,60,10,11,21,108,3,1,112,66,15,13,94,940,193,196,1329
"./Ship3_Latin-square/2019-09-21_13h05m_Subject 47099.txt","47099",2019-09-21,"13:05",73,60,9,4,13,9,2,2,13,36,12,0,48,747,53,63,863
"./Ship3_Latin-square/2019-09-21_13h05m_Subject 47798.txt","47798",2019-09-21,"13:05",80,60,5,15,20,26,0,4,30,6,6,2,14,237,18,58,313
"./Ship3_Latin-square/2019-09-21_13h08m_Subject 46876.txt","46876",2019-09-21,"13:08",53,41,9,3,12,48,9,7,64,18,6,5,29,230,20,17,267
"./Ship3_Latin-square/2019-09-21_13h08m_Subject 46877.txt","46877",2019-09-21,"13:08",83,60,11,12,23,69,20,5,94,69,27,252,348,1229,184,278,1691
"./Ship3_Latin-square/2019-09-21_13h08m_Subject 46893.txt","46893",2019-09-21,"13:08",83,60,19,4,23,56,19,4,79,33,25,2,60,598,193,33,824
"./Ship3_Latin-square/2019-09-21_13h08m_Subject 46895.txt","46895",2019-09-21,"13:08",60,44,11,5,16,50,11,10,71,76,11,10,97,95,5,16,116
"./Ship3_Latin-square/2019-09-21_13h08m_Subject 47638.txt","47638",2019-09-21,"13:08",71,54,9,8,17,54,9,8,71,43,22,5,70,241,48,30,319
"./Ship3_Latin-square/2019-09-21_13h08m_Subject 47757.txt","47757",2019-09-21,"13:08",64,47,12,5,17,89,26,19,134,43,11,4,58,198,49,29,276
"./Ship3_Latin-square/2019-09-21_13h08m_Subject 47769.txt","47769",2019-09-21,"13:08",83,60,11,12,23,62,6,8,76,46,15,15,76,520,69,153,742
"./Ship3_Latin-square/2019-09-21_13h08m_Subject 47771.txt","47771",2019-09-21,"13:08",85,60,10,15,25,28,0,6,34,8,3,23,34,673,65,199,937
