"filename","subject","date","time","delay","tot_num_trials","tot_num_free","tot_num_fd","tot_num_fi","tot_forced_trials","events_before_center","events_before_center_fd","events_before_center_fi","events_before_center_tot","events_before_choice","events_before_choice_fd","events_before_choice_fi","events_before_choice_tot","events_during_to","events_during_to_fd","events_during_to_fi","events_during_to_tot","avg_rxn_time_free","avg_choice_rxn_time_free","avg_timeout_dur_free","avg_collection_time_free","avg_events_before_collect_imm","avg_events_before_collect_del","events_before_collect_tot","percent_reward_collected"
"./Ship3_Latin-square/2019-09-23_12h37m_Subject 47640.txt","47640",2019-09-23,"12:37",8,82,60,13,9,22,43,5,8,56,35,6,7,48,473,65,109,647,743.8,154.483333333333,2633.86440677966,2227.88679245283,66,42,108,93.4426229508197
"./Ship3_Latin-square/2019-09-23_12h37m_Subject 47754.txt","47754",2019-09-23,"12:37",16,58,43,11,4,15,71,9,3,83,36,5,3,44,150,18,27,195,2496.25581395349,276.976744186047,2404.62790697674,3373.86486486487,32,51,83,86.3636363636364
"./Ship3_Latin-square/2019-09-23_12h37m_Subject 47800.txt","47800",2019-09-23,"12:37",4,76,60,7,9,16,46,4,6,56,45,5,7,57,387,43,49,479,364.983333333333,169.433333333333,2789.81355932203,1851.42372881356,49,91,140,100
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 46880.txt","46880",2019-09-23,"12:40",8,82,60,10,12,22,8,0,2,10,7,8,6,21,655,105,126,886,141.2,101.566666666667,2566.06779661017,1480.39024390244,62,189,251,77.0491803278689
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 46882.txt","46882",2019-09-23,"12:40",4,77,60,6,11,17,23,0,1,24,46,15,2,63,999,91,236,1326,150.666666666667,145.616666666667,2762.64406779661,1767.16666666667,22,159,181,93.4426229508197
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 46883.txt","46883",2019-09-23,"12:40",0,81,60,10,11,21,30,7,2,39,25,5,8,38,426,74,79,579,364.05,165.166666666667,2999.89830508475,2026,48,101,149,95.0819672131148
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 46894.txt","46894",2019-09-23,"12:40",24,74,53,14,7,21,66,15,9,90,25,8,0,33,139,7,27,173,1461.61538461538,150.230769230769,2030.71153846154,3522.84210526316,76,35,111,81.1320754716981
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 46896.txt","46896",2019-09-23,"12:40",24,76,56,10,10,20,87,3,18,108,53,5,44,102,293,8,50,351,1264.69642857143,176.339285714286,1821.76363636364,1813.43137254902,39,51,90,92.8571428571429
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 47088.txt","47088",2019-09-23,"12:40",8,76,60,6,10,16,52,4,20,76,34,6,5,45,728,117,128,973,250.45,158.066666666667,2566.03389830508,1336.01724137931,66,105,171,100
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 47228.txt","47228",2019-09-23,"12:40",24,84,60,9,15,24,32,5,8,45,12,1,13,26,249,17,147,413,271.916666666667,86.1,1657.57627118644,1353.1,37,104,141,77.0491803278689
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 47243.txt","47243",2019-09-23,"12:40",24,86,60,12,14,26,95,11,30,136,50,53,11,114,370,17,154,541,333.383333333333,253.3,1820.28813559322,1466.37288135593,137,39,176,100
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 47249.txt","47249",2019-09-23,"12:40",8,81,60,10,11,21,42,12,6,60,113,22,21,156,336,44,70,450,290.116666666667,365.883333333333,2579.62711864407,1641.87931034483,56,60,116,98.3606557377049
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 47639.txt","47639",2019-09-23,"12:40",24,67,48,12,7,19,83,8,16,107,56,23,13,92,228,7,23,258,1345.75,613.3125,2049.95833333333,2101.04651162791,81,33,114,91.8367346938776
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 47649.txt","47649",2019-09-23,"12:40",16,64,48,12,4,16,27,8,0,35,13,3,2,18,163,23,15,201,1394.89583333333,295.104166666667,2433.3125,4878.85714285714,119,69,188,55.1020408163265
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 47753.txt","47753",2019-09-23,"12:40",0,77,60,4,13,17,36,0,6,42,36,0,9,45,742,51,132,925,276,143.3,2999.89830508475,1615.10526315789,46,141,187,96.7213114754098
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 47758.txt","47758",2019-09-23,"12:40",8,80,60,10,10,20,17,0,2,19,18,1,6,25,827,119,156,1102,101.816666666667,108.683333333333,2593.20338983051,1242.56896551724,56,37,93,98.3606557377049
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 47759.txt","47759",2019-09-23,"12:40",8,84,60,14,10,24,22,4,5,31,74,37,6,117,529,77,144,750,184.4,278.233333333333,2660.96610169492,1294.37037037037,44,92,136,95.0819672131148
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 47776.txt","47776",2019-09-23,"12:40",24,76,60,8,8,16,29,2,3,34,44,12,8,64,726,13,118,857,107.916666666667,136.383333333333,1860.96610169492,759.877192982456,58,24,82,96.7213114754098
"./Ship3_Latin-square/2019-09-23_12h40m_Subject 47799.txt","47799",2019-09-23,"12:40",8,80,60,9,11,20,16,2,9,27,95,15,37,147,463,57,118,638,161.116666666667,276.8,2566.05084745763,1421.77586206897,43,40,83,96.7213114754098
"./Ship3_Latin-square/2019-09-23_13h42m_Subject 46888.txt","46888",2019-09-23,"13:42",4,79,60,7,12,19,9,0,1,10,63,9,7,79,835,101,167,1103,59.7333333333333,201.516666666667,2762.67796610169,1855.64406779661,55,87,142,100
"./Ship3_Latin-square/2019-09-23_13h42m_Subject 46889.txt","46889",2019-09-23,"13:42",16,78,60,12,6,18,39,5,2,46,17,5,1,23,656,66,107,829,424.25,97.4833333333333,2349.1186440678,1419.23214285714,62,88,150,96.7213114754098
"./Ship3_Latin-square/2019-09-23_13h42m_Subject 46890.txt","46890",2019-09-23,"13:42",4,83,60,10,13,23,25,3,3,31,10,3,4,17,246,48,74,368,477.75,113.266666666667,2783.05084745763,2622.56097560976,94,91,185,78.6885245901639
"./Ship3_Latin-square/2019-09-23_13h42m_Subject 46892.txt","46892",2019-09-23,"13:42",24,82,60,15,7,22,66,12,1,79,42,49,1,92,318,19,63,400,435.916666666667,264.75,2145.67796610169,1957.8125,64,67,131,86.8852459016393
"./Ship3_Latin-square/2019-09-23_13h42m_Subject 46898.txt","46898",2019-09-23,"13:42",2,87,60,10,17,27,41,5,11,57,18,4,9,31,555,126,131,812,358.566666666667,196.35,2881.33898305085,1671.57407407407,37,116,153,95.0819672131148
"./Ship3_Latin-square/2019-09-23_13h42m_Subject 47097.txt","47097",2019-09-23,"13:42",8,83,60,11,12,23,43,2,4,49,78,19,13,110,690,106,139,935,442.233333333333,255.7,2593.13559322034,1393.10169491525,59,88,147,100
"./Ship3_Latin-square/2019-09-23_13h42m_Subject 47099.txt","47099",2019-09-23,"13:42",24,41,29,11,1,12,8,5,0,13,18,237,0,255,189,40,6,235,191.103448275862,178.51724137931,2586.20689655172,1677.28,67,5,72,83.3333333333333
"./Ship3_Latin-square/2019-09-23_13h42m_Subject 47798.txt","47798",2019-09-23,"13:42",24,65,49,9,7,16,50,4,11,65,18,14,7,39,88,0,24,112,1443.12244897959,152.734693877551,1971.34693877551,3630,43,61,104,72
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 46876.txt","46876",2019-09-23,"13:50",8,72,52,13,7,20,26,11,4,41,9,2,4,15,370,67,73,510,1315.86274509804,168.490196078431,2701.92156862745,2009.09523809524,75,54,129,90.3846153846154
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 46877.txt","46877",2019-09-23,"13:50",24,86,60,17,9,26,29,4,5,38,95,19,15,129,610,31,140,781,160,312.066666666667,2023.67796610169,1181.67346938776,83,112,195,86.8852459016393
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 46893.txt","46893",2019-09-23,"13:50",24,79,60,11,8,19,45,2,10,57,93,26,7,126,666,18,169,853,141.533333333333,266.916666666667,1861.01694915254,865.824561403509,35,43,78,98.3606557377049
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 46895.txt","46895",2019-09-23,"13:50",16,69,50,14,5,19,69,13,7,89,34,41,5,80,169,31,19,219,1569.61224489796,252.081632653061,2510.12244897959,2269.52173913043,40,38,78,94
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 47638.txt","47638",2019-09-23,"13:50",24,72,50,18,4,22,56,19,5,80,39,36,0,75,203,20,16,239,1326.95918367347,273.204081632653,2412.18367346939,2945.5,100,22,122,96
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 47757.txt","47757",2019-09-23,"13:50",8,76,56,11,9,20,96,19,11,126,36,9,4,49,281,60,45,386,1583.07142857143,242.75,2636.29090909091,2318.38461538462,62,111,173,96.4912280701754
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 47769.txt","47769",2019-09-23,"13:50",24,71,50,14,7,21,90,15,26,131,52,33,7,92,328,21,25,374,1576.12,306.6,2167.24489795918,1838.27083333333,76,49,125,100
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 47771.txt","47771",2019-09-23,"13:50",16,83,60,13,10,23,41,3,10,54,26,58,2,86,454,49,85,588,257.766666666667,142.8,2267.74576271186,1595.94339622642,32,65,97,93.4426229508197
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 47775.txt","47775",2019-09-23,"13:50",16,77,60,10,7,17,128,24,14,166,47,13,2,62,246,28,46,320,702.75,205.616666666667,2294.77966101695,1915.1724137931,85,50,135,98.3606557377049
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 47781.txt","47781",2019-09-23,"13:50",4,79,60,8,11,19,15,2,5,22,22,10,3,35,1206,154,219,1579,89.9666666666667,146.266666666667,2783.03389830508,1524.08771929825,37,94,131,96.7213114754098
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 47782.txt","47782",2019-09-23,"13:50",8,81,60,11,10,21,19,0,11,30,21,15,2,38,707,108,156,971,125.366666666667,145.8,2606.67796610169,1500.75862068966,54,51,105,98.3606557377049
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 47783.txt","47783",2019-09-23,"13:50",4,80,60,7,13,20,56,5,8,69,46,7,12,65,668,64,56,788,1213.6,244.783333333333,2762.67796610169,2004.73684210526,53,103,156,98.3606557377049
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 47785.txt","47785",2019-09-23,"13:50",4,80,60,10,10,20,8,2,1,11,52,22,19,93,1389,224,230,1843,78.25,131.55,2796.5593220339,1299.27450980392,34,248,282,88.5245901639344
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 47786.txt","47786",2019-09-23,"13:50",2,72,53,6,13,19,74,11,19,104,15,8,27,50,243,23,77,343,1266.49056603774,147.528301886792,2884.59615384615,2541.625,37,54,91,92.5925925925926
"./Ship3_Latin-square/2019-09-23_13h50m_Subject 47788.txt","47788",2019-09-23,"13:50",8,77,60,8,9,17,43,4,13,60,65,8,8,81,579,84,109,772,297.3,178.166666666667,2579.5593220339,1589.94827586207,36,83,119,98.3606557377049
"./Ship3_Latin-square/2019-09-23_15h00m_Subject 47080.txt","47080",2019-09-23,"15:00",4,77,60,5,12,17,9,0,2,11,58,3,8,69,1023,113,287,1423,70.7,124.016666666667,2755.84745762712,1503.05454545455,35,197,232,95.0819672131148
"./Ship3_Latin-square/2019-09-23_15h00m_Subject 47089.txt","47089",2019-09-23,"15:00",8,83,60,15,8,23,22,5,4,31,50,15,8,73,488,95,74,657,244.683333333333,153.083333333333,2701.66101694915,1053.67796610169,90,27,117,98.3606557377049
"./Ship3_Latin-square/2019-09-23_15h00m_Subject 47762.txt","47762",2019-09-23,"15:00",24,76,56,12,8,20,72,11,14,97,71,26,23,120,147,4,36,187,826.142857142857,537.732142857143,1842.82142857143,1857.67346938776,72,53,125,89.4736842105263
"./Ship3_Latin-square/2019-09-23_15h00m_Subject 47791.txt","47791",2019-09-23,"15:00",16,82,60,12,10,22,14,0,1,15,39,14,7,60,576,72,134,782,114.216666666667,194.133333333333,2213.49152542373,1130.32203389831,23,56,79,100
"./Ship3_Latin-square/2019-09-24_09h50m_Subject 46884.txt","46884",2019-09-24,"09:50",2,71,60,5,6,11,29,1,2,32,23,1,4,28,277,7,26,310,482.816666666667,325.2,2898.27118644068,2481.79545454545,64,107,171,80.327868852459
"./Ship3_Latin-square/2019-09-24_09h50m_Subject 47083.txt","47083",2019-09-24,"09:50",16,80,57,11,12,23,52,10,18,80,47,14,18,79,294,42,105,441,757.438596491228,214,2157.85964912281,1908.27777777778,90,75,165,94.8275862068966
"./Ship3_Latin-square/2019-09-24_09h50m_Subject 47086.txt","47086",2019-09-24,"09:50",24,82,60,15,7,22,93,15,15,123,24,3,9,36,195,13,10,218,954.169491525424,131.254237288136,2105.05084745763,1713.4,46,71,117,93.3333333333333
"./Ship3_Latin-square/2019-09-24_09h50m_Subject 47246.txt","47246",2019-09-24,"09:50",2,81,60,8,13,21,9,2,2,13,21,8,9,38,490,79,103,672,125.066666666667,166.516666666667,2881.33898305085,1910.08474576271,34,96,130,100
"./Ship3_Latin-square/2019-09-24_09h50m_Subject 47635.txt","47635",2019-09-24,"09:50",24,87,60,13,14,27,79,10,33,122,62,16,25,103,198,2,98,298,408.5,214.583333333333,1820.28813559322,1450.5593220339,62,32,94,100
"./Ship3_Latin-square/2019-09-24_09h50m_Subject 47779.txt","47779",2019-09-24,"09:50",24,51,38,9,4,13,36,6,4,46,44,9,2,55,50,7,10,67,2059.28947368421,571.135135135135,2091.75675675676,4888.25,65,24,89,78.9473684210526
"./Ship3_Latin-square/2019-09-24_09h50m_Subject 47790.txt","47790",2019-09-24,"09:50",0,80,60,7,13,20,18,0,0,18,8,1,12,21,978,63,225,1266,192.233333333333,136.55,2999.96610169492,1545.38461538462,35,248,283,93.4426229508197
"./Ship3_Latin-square/2019-09-24_09h50m_Subject 47797.txt","47797",2019-09-24,"09:50",2,63,49,5,9,14,38,2,9,49,50,6,24,80,206,42,45,293,2387.91666666667,309.104166666667,2891.60416666667,3201.81818181818,22,84,106,93.8775510204082
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 46878.txt","46878",2019-09-24,"09:52",0,79,60,6,13,19,15,0,5,20,6,2,0,8,1165,122,224,1511,81.85,114.5,2999.93220338983,1431.01694915254,48,98,146,98.3606557377049
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 46885.txt","46885",2019-09-24,"09:52",2,85,60,10,15,25,40,14,9,63,9,2,4,15,307,44,86,437,427.216666666667,108.466666666667,2877.94915254237,2286.07547169811,55,76,131,93.4426229508197
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 46899.txt","46899",2019-09-24,"09:52",16,81,60,13,8,21,65,12,15,92,38,9,8,55,619,62,138,819,295.333333333333,162.2,2376.27118644068,849.237288135593,37,28,65,100
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 47081.txt","47081",2019-09-24,"09:52",2,81,60,10,11,21,13,2,3,18,19,2,6,27,667,131,115,913,71.9166666666667,162.283333333333,2894.79661016949,1509.3275862069,45,58,103,98.3333333333333
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 47091.txt","47091",2019-09-24,"09:52",16,74,60,8,6,14,16,0,1,17,40,10,5,55,229,24,26,279,340.483333333333,170.666666666667,2240.66101694915,1527,40,69,109,90.1639344262295
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 47095.txt","47095",2019-09-24,"09:52",0,78,60,8,10,18,62,2,9,73,30,19,33,82,495,61,129,685,528.016666666667,193.716666666667,2999.91525423729,1829.51724137931,31,56,87,98.3606557377049
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 47231.txt","47231",2019-09-24,"09:52",16,76,53,10,13,23,59,9,12,80,31,25,24,80,117,20,36,173,1415.7358490566,177.132075471698,2124.49056603774,2666.71428571429,39,56,95,92.5925925925926
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 47238.txt","47238",2019-09-24,"09:52",4,81,60,9,12,21,16,1,4,21,52,29,13,94,486,82,85,653,217.25,215.266666666667,2789.77966101695,1383.46551724138,37,44,81,98.3606557377049
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 47242.txt","47242",2019-09-24,"09:52",4,79,60,7,12,19,16,1,3,20,133,15,12,160,583,64,97,744,124.7,355.466666666667,2762.67796610169,1516,55,54,109,100
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 47244.txt","47244",2019-09-24,"09:52",2,79,60,9,10,19,14,1,0,15,64,18,20,102,783,124,126,1033,151.55,216.433333333333,2901.66101694915,1607.94736842105,78,77,155,100
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 47633.txt","47633",2019-09-24,"09:52",0,75,60,6,9,15,23,2,4,29,58,8,12,78,425,27,85,537,294.716666666667,188.1,2999.8813559322,1966.20338983051,89,72,161,98.3606557377049
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 47636.txt","47636",2019-09-24,"09:52",24,66,48,11,7,18,112,8,27,147,101,15,11,127,193,14,31,238,1418.91666666667,585.68085106383,2029.74468085106,2760.04545454545,128,83,211,93.75
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 47752.txt","47752",2019-09-24,"09:52",16,79,60,13,6,19,63,15,3,81,28,24,2,54,397,51,35,483,696.616666666667,125.9,2321.96610169492,1481.63636363636,65,46,111,93.3333333333333
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 47767.txt","47767",2019-09-24,"09:52",4,78,60,8,10,18,27,4,3,34,40,11,14,65,347,39,59,445,363.35,220.616666666667,2789.81355932203,1499.10344827586,29,39,68,100
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 47768.txt","47768",2019-09-24,"09:52",24,76,54,12,10,22,68,7,14,89,48,9,12,69,206,7,51,264,881.962962962963,329.62962962963,1913.15094339623,2238.79069767442,64,65,129,83.3333333333333
"./Ship3_Latin-square/2019-09-24_09h52m_Subject 47780.txt","47780",2019-09-24,"09:52",0,78,60,7,11,18,49,5,1,55,48,11,4,63,458,41,81,580,520.15,198.85,2999.89830508475,1804.18644067797,50,48,98,100
"./Ship3_Latin-square/2019-09-24_11h01m_Subject 47229.txt","47229",2019-09-24,"11:01",4,79,60,10,9,19,12,3,1,16,42,7,5,54,1078,165,180,1423,96.1,163.933333333333,2803.33898305085,1200.62711864407,57,62,119,100
"./Ship3_Latin-square/2019-09-24_11h01m_Subject 47233.txt","47233",2019-09-24,"11:01",2,78,60,9,9,18,11,2,2,15,29,10,2,41,390,53,69,512,87.85,150.066666666667,2898.23728813559,1507.47272727273,40,46,86,95.0819672131148
"./Ship3_Latin-square/2019-09-24_11h01m_Subject 47234.txt","47234",2019-09-24,"11:01",24,87,60,13,14,27,39,6,10,55,52,14,24,90,377,21,150,548,155.916666666667,209.25,1779.66101694915,1200.22222222222,50,68,118,93.4426229508197
"./Ship3_Latin-square/2019-09-24_11h01m_Subject 47237.txt","47237",2019-09-24,"11:01",24,79,60,14,5,19,21,1,5,27,49,36,13,98,426,8,48,482,312.9,247.9,2145.72881355932,913.456140350877,46,29,75,98.3606557377049
"./Ship3_Latin-square/2019-09-24_11h01m_Subject 47241.txt","47241",2019-09-24,"11:01",2,85,60,2,23,25,8,0,4,12,9,0,2,11,1117,41,314,1472,66.6166666666667,142.316666666667,2837.27118644068,1365.81355932203,25,113,138,100
"./Ship3_Latin-square/2019-09-24_11h01m_Subject 47247.txt","47247",2019-09-24,"11:01",16,74,60,7,7,14,39,4,2,45,44,5,5,54,231,26,43,300,324.15,216.016666666667,2186.37288135593,1732.575,39,127,166,75.4098360655738
"./Ship3_Latin-square/2019-09-24_11h01m_Subject 47777.txt","47777",2019-09-24,"11:01",8,72,60,5,7,12,35,5,4,44,19,6,4,29,591,52,63,706,341.1,164.35,2593.15254237288,1606.98305084746,52,35,87,100
"./Ship3_Latin-square/2019-09-24_11h01m_Subject 47784.txt","47784",2019-09-24,"11:01",16,78,60,11,7,18,70,3,13,86,42,12,8,62,780,76,109,965,316.883333333333,224.25,2294.84745762712,984.694915254237,56,81,137,100
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 46900.txt","46900",2019-09-24,"11:03",8,82,60,9,13,22,3,0,0,3,56,9,11,76,689,87,240,1016,91.35,139.033333333333,2579.62711864407,1259.47457627119,47,66,113,100
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 46986.txt","46986",2019-09-24,"11:03",24,54,39,12,3,15,45,14,2,61,13,15,1,29,149,11,26,186,1838.73684210526,143.421052631579,2368.39473684211,2945.90909090909,66,22,88,92.3076923076923
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47076.txt","47076",2019-09-24,"11:03",4,82,60,11,11,22,8,2,0,10,26,3,4,33,831,111,190,1132,76.8166666666667,123.7,2803.37288135593,1785.41818181818,73,125,198,93.4426229508197
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47079.txt","47079",2019-09-24,"11:03",2,78,60,8,10,18,11,1,1,13,54,9,9,72,357,55,71,483,138.166666666667,228.033333333333,2898.23728813559,1933.83928571429,82,44,126,95.0819672131148
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47082.txt","47082",2019-09-24,"11:03",4,81,60,11,10,21,20,5,4,29,17,20,7,44,318,73,81,472,543.833333333333,103.8,2816.86440677966,2159.03703703704,91,41,132,93.4426229508197
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47092.txt","47092",2019-09-24,"11:03",2,80,60,10,10,20,18,0,3,21,16,8,5,29,918,169,120,1207,85.1166666666667,129.95,2898.20338983051,1556.06779661017,50,116,166,100
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47098.txt","47098",2019-09-24,"11:03",8,79,60,11,8,19,15,0,2,17,1,3,1,5,288,50,45,383,202.633333333333,82.4333333333333,2633.83050847458,1784.82978723404,81,54,135,83.6065573770492
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47226.txt","47226",2019-09-24,"11:03",4,77,60,6,11,17,3,0,0,3,67,6,26,99,3360,318,710,4388,26.25,139.4,2782.96610169492,1308.10526315789,20,260,280,96.7213114754098
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47227.txt","47227",2019-09-24,"11:03",4,79,60,6,13,19,39,2,7,48,7,2,4,13,389,50,100,539,597.4,102.733333333333,2755.86440677966,1920.22727272727,46,148,194,81.9672131147541
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47250.txt","47250",2019-09-24,"11:03",16,79,60,11,8,19,16,6,3,25,24,12,9,45,691,52,121,864,154.633333333333,125.483333333333,2267.76271186441,967.24,27,120,147,91.8032786885246
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47645.txt","47645",2019-09-24,"11:03",24,48,34,12,2,14,105,20,5,130,6,4,1,11,130,13,10,153,4491.0303030303,202,2490.81818181818,3542.09375,94,17,111,97.0588235294118
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47646.txt","47646",2019-09-24,"11:03",4,78,60,7,11,18,8,1,0,9,117,9,31,157,2012,226,446,2684,84.15,166.533333333333,2769.40677966102,1380.43103448276,30,89,119,98.3606557377049
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47755.txt","47755",2019-09-24,"11:03",16,80,60,12,8,20,49,6,8,63,20,11,3,34,513,65,87,665,190.7,151.816666666667,2294.86440677966,1554.47058823529,72,149,221,86.8852459016393
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47760.txt","47760",2019-09-24,"11:03",2,79,60,10,9,19,37,2,7,46,32,15,4,51,1030,223,146,1399,118.45,166.633333333333,2898.22033898305,1128.69491525424,13,44,57,100
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47770.txt","47770",2019-09-24,"11:03",0,61,46,7,8,15,71,17,3,91,47,18,15,80,220,36,26,282,2439.67391304348,238.739130434783,2999.93333333333,3747.53488372093,62,88,150,95.7446808510638
"./Ship3_Latin-square/2019-09-24_11h03m_Subject 47795.txt","47795",2019-09-24,"11:03",4,76,60,6,10,16,53,3,7,63,27,6,5,38,315,21,61,397,516.533333333333,153.05,2782.94915254237,2078.67272727273,42,35,77,96.7213114754098
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 46880.txt","46880",2019-09-24,"12:13",4,79,60,5,14,19,8,0,2,10,15,1,10,26,742,75,187,1004,98.7166666666667,100.933333333333,2742.32203389831,1878.64285714286,62,276,338,80.327868852459
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 46882.txt","46882",2019-09-24,"12:13",16,79,60,8,11,19,30,3,5,38,93,5,10,108,432,25,73,530,331.166666666667,286.066666666667,2159.30508474576,1580.47058823529,24,120,144,90.1639344262295
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 46883.txt","46883",2019-09-24,"12:13",16,79,58,13,8,21,71,11,11,93,52,78,10,140,242,36,33,311,764.155172413793,324.98275862069,2365.37931034483,2239.22448979592,67,80,147,88.135593220339
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 46894.txt","46894",2019-09-24,"12:13",8,82,60,10,12,22,43,3,7,53,18,5,6,29,518,68,125,711,762.716666666667,126.583333333333,2606.76271186441,1635.57627118644,78,23,101,100
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 46896.txt","46896",2019-09-24,"12:13",16,78,60,9,9,18,56,2,8,66,35,6,6,47,564,40,140,744,660.633333333333,146.3,2240.64406779661,1469.6724137931,37,54,91,100
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 47088.txt","47088",2019-09-24,"12:13",0,82,60,5,17,22,18,1,6,25,46,5,27,78,1281,154,270,1705,99.9666666666667,220.5,2999.8813559322,1424.22033898305,29,136,165,100
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 47228.txt","47228",2019-09-24,"12:13",8,79,60,8,11,19,22,0,7,29,22,0,8,30,535,95,121,751,221,94.05,2552.49152542373,1503.03636363636,40,85,125,96.7213114754098
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 47243.txt","47243",2019-09-24,"12:13",8,81,60,11,10,21,35,6,6,47,32,67,4,103,800,147,165,1112,137,181.566666666667,2633.8813559322,1547.57627118644,151,62,213,100
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 47249.txt","47249",2019-09-24,"12:13",0,80,60,8,12,20,24,0,5,29,77,21,22,120,517,79,96,692,142.766666666667,209.383333333333,2999.89830508475,1596.91525423729,66,56,122,100
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 47639.txt","47639",2019-09-24,"12:13",8,80,60,12,8,20,16,2,1,19,12,9,4,25,680,131,115,926,99.1333333333333,138.316666666667,2620.32203389831,1653.29310344828,76,60,136,100
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 47649.txt","47649",2019-09-24,"12:13",2,83,60,8,15,23,45,6,8,59,14,3,3,20,479,98,155,732,323.766666666667,118.383333333333,2877.91525423729,1860.71794871795,55,201,256,85.2459016393443
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 47753.txt","47753",2019-09-24,"12:13",24,85,60,16,9,25,67,27,8,102,39,17,11,67,318,8,57,383,406.883333333333,199.15,2105.08474576271,1316.76,104,60,164,85.2459016393443
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 47758.txt","47758",2019-09-24,"12:13",0,80,60,4,16,20,13,0,0,13,17,0,9,26,1343,78,322,1743,67.6666666666667,113.333333333333,2999.89830508475,1338.79661016949,32,87,119,100
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 47759.txt","47759",2019-09-24,"12:13",0,85,60,14,11,25,18,2,0,20,25,13,4,42,905,203,206,1314,86.1,163.433333333333,2999.89830508475,1286.27118644068,20,40,60,100
"./Ship3_Latin-square/2019-09-24_12h13m_Subject 47776.txt","47776",2019-09-24,"12:13",8,80,60,9,11,20,12,0,1,13,57,16,2,75,962,117,196,1275,89.1166666666667,172.3,2552.52542372881,1346.93103448276,64,44,108,100
