"filename","subject","date","time","delay","tot_num_trials","tot_num_free","tot_num_fd","tot_num_fi","tot_forced_trials","events_before_center","events_before_center_fd","events_before_center_fi","events_before_center_tot","events_before_choice","events_before_choice_fd","events_before_choice_fi","events_before_choice_tot","events_during_to","events_during_to_fd","events_during_to_fi","events_during_to_tot","avg_rxn_time_free","avg_choice_rxn_time_free","avg_timeout_dur_free","avg_collection_time_free","avg_events_before_collect_imm","avg_events_before_collect_del","events_before_collect_tot","percent_reward_collected"
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47076.txt","47076",2019-09-10,"11:38",16,82,60,11,11,22,33,3,6,42,50,2,36,88,437,36,153,626,277.5,233.15,2294.8813559322,1479.57407407407,76,114,190,95.0819672131148
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47079.txt","47079",2019-09-10,"11:38",8,86,60,6,20,26,33,2,7,42,57,3,33,93,193,20,110,323,449.716666666667,224.266666666667,2403.37288135593,1766.61538461538,65,210,275,57.3770491803279
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47082.txt","47082",2019-09-10,"11:38",16,81,60,12,9,21,149,10,4,163,34,5,7,46,376,37,80,493,914.933333333333,150.483333333333,2240.67796610169,1731.49122807018,74,80,154,100
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47092.txt","47092",2019-09-10,"11:38",8,81,60,10,11,21,19,0,3,22,48,14,11,73,609,87,132,828,102.383333333333,213.35,2579.62711864407,1616.08474576271,75,97,172,100
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47226.txt","47226",2019-09-10,"11:38",16,79,60,8,11,19,14,0,8,22,36,16,14,66,540,39,206,785,136.85,182.466666666667,2186.40677966102,1312.11538461538,36,63,99,90.1639344262295
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47227.txt","47227",2019-09-10,"11:38",16,82,60,13,9,22,74,20,9,103,33,21,5,59,240,42,32,314,663.433333333333,149.05,2294.84745762712,1692.14814814815,55,66,121,91.8032786885246
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47229.txt","47229",2019-09-10,"11:38",8,75,60,10,5,15,14,1,4,19,32,11,3,46,741,102,90,933,112.65,167.383333333333,2660.96610169492,1205.66101694915,64,55,119,100
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47233.txt","47233",2019-09-10,"11:38",24,83,60,14,9,23,55,2,13,70,57,24,12,93,283,6,64,353,264.9,215.55,2023.64406779661,872.71186440678,39,19,58,100
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47234.txt","47234",2019-09-10,"11:38",0,80,60,6,14,20,103,6,10,119,52,19,14,85,819,84,185,1088,266.733333333333,213.383333333333,2999.93220338983,1362.77966101695,39,121,160,100
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47241.txt","47241",2019-09-10,"11:38",24,77,60,10,7,17,32,3,7,42,9,5,1,15,501,8,125,634,147.566666666667,162.9,1901.59322033898,1088.18421052632,43,63,106,72.1311475409836
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47247.txt","47247",2019-09-10,"11:38",8,78,60,7,11,18,25,0,4,29,19,0,10,29,319,36,64,419,294.15,152.033333333333,2538.89830508475,2077.6170212766,59,107,166,88.5245901639344
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47250.txt","47250",2019-09-10,"11:38",8,79,60,10,9,19,16,3,5,24,17,0,4,21,807,110,137,1054,95.95,111.033333333333,2620.33898305085,1211.98181818182,30,67,97,96.7213114754098
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47645.txt","47645",2019-09-10,"11:38",16,39,28,8,3,11,83,23,12,118,20,5,3,28,107,18,13,138,5489.14285714286,291.5,2466.59259259259,4958.07692307692,55,34,89,93.1034482758621
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47646.txt","47646",2019-09-10,"11:38",16,78,60,11,7,18,58,6,10,74,43,19,3,65,473,38,125,636,457.45,168.4,2240.61016949153,1596.1568627451,42,87,129,91.8032786885246
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47755.txt","47755",2019-09-10,"11:38",0,81,60,7,14,21,50,1,9,60,37,1,29,67,641,66,87,794,360.8,359.183333333333,2999.94915254237,1941.47368421053,84,160,244,96.7213114754098
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47760.txt","47760",2019-09-10,"11:38",8,81,60,10,11,21,42,8,9,59,57,8,19,84,764,75,209,1048,171.183333333333,230.3,2593.18644067797,1032.67796610169,12,31,43,100
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47770.txt","47770",2019-09-10,"11:38",4,51,39,6,6,12,73,6,6,85,50,10,3,63,178,18,23,219,3719.64102564103,364.769230769231,2805.07692307692,4410.94117647059,54,88,142,90
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47777.txt","47777",2019-09-10,"11:38",16,80,60,10,10,20,59,5,15,79,34,2,7,43,337,42,118,497,450.983333333333,305.35,2240.64406779661,1567.96551724138,71,53,124,100
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47784.txt","47784",2019-09-10,"11:38",8,79,60,10,9,19,34,0,4,38,59,54,8,121,943,107,208,1258,113.066666666667,205.516666666667,2620.27118644068,1140.54237288136,56,71,127,100
"./Ship3_Latin-square/2019-09-10_11h38m_Subject 47795.txt","47795",2019-09-10,"11:38",16,69,51,12,6,18,92,27,58,177,40,14,18,72,162,15,20,197,1062.96078431373,384.529411764706,2403.90196078431,2790.77551020408,63,86,149,96.1538461538462
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 46880.txt","46880",2019-09-10,"13:02",24,81,60,13,8,21,78,6,14,98,21,9,6,36,290,0,72,362,558.283333333333,170.816666666667,1982.96610169492,1637.82,71,52,123,85.2459016393443
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 46882.txt","46882",2019-09-10,"13:02",16,80,60,10,10,20,77,7,12,96,193,71,49,313,396,33,157,586,535.716666666667,523.25,2213.50847457627,1609.41176470588,54,118,172,90.1639344262295
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 46883.txt","46883",2019-09-10,"13:02",4,84,60,12,12,24,33,2,5,40,36,14,9,59,416,87,97,600,237.216666666667,167.7,2803.35593220339,1807.24074074074,99,60,159,93.4426229508197
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 46894.txt","46894",2019-09-10,"13:02",16,78,60,9,9,18,77,11,14,102,39,10,4,53,234,26,39,299,753.266666666667,193.6,2186.4406779661,2214.38775510204,75,83,158,85.2459016393443
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 47088.txt","47088",2019-09-10,"13:02",4,78,60,10,8,18,27,4,1,32,96,23,10,129,794,135,112,1041,147.933333333333,344.316666666667,2816.8813559322,1131.64406779661,53,88,141,100
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 47228.txt","47228",2019-09-10,"13:02",16,79,60,9,10,19,21,5,1,27,35,16,4,55,367,46,116,529,322.1,181.816666666667,2186.40677966102,1539.57142857143,56,125,181,91.8032786885246
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 47243.txt","47243",2019-09-10,"13:02",16,81,60,12,9,21,116,15,23,154,37,11,64,112,459,56,81,596,681.016666666667,196.55,2267.69491525424,1611.28813559322,111,87,198,100
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 47249.txt","47249",2019-09-10,"13:02",4,77,60,9,8,17,70,5,24,99,124,23,50,197,308,50,48,406,511.333333333333,440.416666666667,2816.8813559322,1599.66101694915,82,45,127,100
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 47639.txt","47639",2019-09-10,"13:02",16,81,60,12,9,21,35,7,5,47,22,7,8,37,448,38,89,575,258.5,162.1,2267.67796610169,1539.7037037037,71,83,154,91.8032786885246
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 47649.txt","47649",2019-09-10,"13:02",0,78,60,6,12,18,48,4,11,63,24,1,13,38,532,59,120,711,336.7,229.2,2999.89830508475,1836.69565217391,92,184,276,81.9672131147541
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 47758.txt","47758",2019-09-10,"13:02",4,83,60,12,11,23,38,9,0,47,49,3,34,86,821,149,166,1136,194.3,209.083333333333,2796.52542372881,1421.5,99,96,195,96.7213114754098
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 47759.txt","47759",2019-09-10,"13:02",4,77,60,8,9,17,128,34,97,259,56,45,57,158,560,69,114,743,515.033333333333,196.4,2783,1740.625,40,194,234,93.4426229508197
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 47776.txt","47776",2019-09-10,"13:02",16,77,60,8,9,17,27,3,3,33,46,12,11,69,646,48,136,830,150.883333333333,149.666666666667,2213.50847457627,1103.35714285714,35,57,92,98.3606557377049
"./Ship3_Latin-square/2019-09-10_13h02m_Subject 47799.txt","47799",2019-09-10,"13:02",4,84,60,9,15,24,25,16,1,42,99,26,44,169,639,106,166,911,242.75,316.85,2749.1186440678,1383.68421052632,35,76,111,98.3606557377049
"./Ship3_Latin-square/2019-09-10_13h08m_Subject 46881.txt","46881",2019-09-10,"13:08",16,79,60,11,8,19,59,4,5,68,32,5,6,43,375,56,94,525,650.766666666667,198.4,2294.86440677966,1478.75925925926,67,83,150,95.0819672131148
"./Ship3_Latin-square/2019-09-10_13h08m_Subject 47087.txt","47087",2019-09-10,"13:08",16,84,60,13,11,24,52,37,14,103,56,49,40,145,254,46,56,356,518.5,208.75,2240.59322033898,1599.77586206897,75,72,147,98.3606557377049
"./Ship3_Latin-square/2019-09-10_13h08m_Subject 47626.txt","47626",2019-09-10,"13:08",24,68,50,11,7,18,88,1,15,104,92,16,2,110,197,0,24,221,1747.56,437.56,2039.94,2828.04651162791,87,101,188,88.2352941176471
"./Ship3_Latin-square/2019-09-10_13h08m_Subject 47632.txt","47632",2019-09-10,"13:08",4,82,60,11,11,22,96,2,9,107,110,88,44,242,847,162,207,1216,316.566666666667,335.2,2796.5593220339,1444.18965517241,77,192,269,96.7213114754098
"./Ship3_Latin-square/2019-09-10_13h08m_Subject 47634.txt","47634",2019-09-10,"13:08",16,83,58,14,11,25,90,17,21,128,24,3,11,38,243,32,81,356,938.929824561404,216.228070175439,2270.14035087719,1988.30357142857,99,34,133,98.2758620689655
"./Ship3_Latin-square/2019-09-10_13h08m_Subject 47640.txt","47640",2019-09-10,"13:08",16,77,58,10,9,19,51,16,10,77,33,6,6,45,300,29,93,422,1093.18965517241,162.578947368421,2213.9649122807,2020.11111111111,45,86,131,86.2068965517241
"./Ship3_Latin-square/2019-09-10_13h08m_Subject 47754.txt","47754",2019-09-10,"13:08",16,36,27,5,4,9,31,6,4,41,25,7,61,93,59,4,7,70,7561.84615384615,391.576923076923,2261.42307692308,5103.80952380952,10,95,105,85.1851851851852
"./Ship3_Latin-square/2019-09-10_13h08m_Subject 47800.txt","47800",2019-09-10,"13:08",8,77,60,9,8,17,55,6,7,68,56,14,7,77,329,45,40,414,535.15,186.6,2620.28813559322,1890.85454545455,68,81,149,95.0819672131148
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 46876.txt","46876",2019-09-10,"14:24",24,39,29,9,1,10,53,11,1,65,15,10,1,26,109,0,6,115,2616.10714285714,250.178571428571,2399.92857142857,2617.58333333333,49,25,74,86.2068965517241
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 46877.txt","46877",2019-09-10,"14:24",2,81,60,12,9,21,56,0,4,60,61,81,165,307,1056,212,194,1462,169,194.566666666667,2908.42372881356,1238.89655172414,48,146,194,100
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 46893.txt","46893",2019-09-10,"14:24",16,81,60,13,8,21,19,2,2,23,54,13,26,93,670,72,133,875,95.0166666666667,178.15,2267.71186440678,1052.56896551724,63,59,122,98.3606557377049
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 46895.txt","46895",2019-09-10,"14:24",0,79,60,6,13,19,48,5,9,62,13,13,10,36,284,33,77,394,688.033333333333,150.45,3000,2595.26086956522,29,95,124,85.2459016393443
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 47638.txt","47638",2019-09-10,"14:24",16,79,59,13,7,20,69,13,10,92,41,18,13,72,199,28,30,257,1030.49152542373,261.864406779661,2310.25862068966,2266.27272727273,86,31,117,95
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 47757.txt","47757",2019-09-10,"14:24",4,66,47,10,9,19,88,38,15,141,32,13,20,65,250,64,41,355,1864.17021276596,296.085106382979,2799.9347826087,2403.86666666667,67,90,157,97.9166666666667
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 47769.txt","47769",2019-09-10,"14:24",16,79,58,15,6,21,85,10,10,105,33,15,23,71,330,50,36,416,1125.81034482759,166.879310344828,2410.45614035088,1994.57142857143,86,73,159,98.3050847457627
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 47771.txt","47771",2019-09-10,"14:24",8,78,60,11,7,18,25,5,1,31,16,10,2,28,595,91,109,795,133.716666666667,139.933333333333,2660.91525423729,1383.09090909091,43,90,133,93.4426229508197
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 47775.txt","47775",2019-09-10,"14:24",8,83,60,12,11,23,69,17,11,97,25,20,7,52,405,67,87,559,597.183333333333,143.716666666667,2606.74576271186,1829.49152542373,46,56,102,100
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 47781.txt","47781",2019-09-10,"14:24",16,77,60,11,6,17,35,4,5,44,54,18,2,74,596,29,109,734,219.75,230.8,2294.8813559322,1264.8,55,58,113,95.0819672131148
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 47782.txt","47782",2019-09-10,"14:24",4,79,60,7,12,19,36,4,1,41,19,3,5,27,896,118,142,1156,150.683333333333,103.066666666667,2776.25423728814,1414.1186440678,28,152,180,100
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 47783.txt","47783",2019-09-10,"14:24",16,71,54,13,4,17,104,14,2,120,40,22,4,66,352,28,56,436,1821.05555555556,159.277777777778,2456.50943396226,2232.36538461538,66,36,102,98.1818181818182
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 47785.txt","47785",2019-09-10,"14:24",16,81,60,11,10,21,52,6,2,60,33,8,31,72,413,46,120,579,373.266666666667,264.133333333333,2240.64406779661,1480.5,42,93,135,90.1639344262295
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 47786.txt","47786",2019-09-10,"14:24",0,69,50,8,11,19,73,10,15,98,24,4,14,42,330,49,59,438,2138.9,164.3,2999.89795918367,2166.77083333333,35,55,90,98.0392156862745
"./Ship3_Latin-square/2019-09-10_14h24m_Subject 47788.txt","47788",2019-09-10,"14:24",4,78,60,7,11,18,29,3,3,35,82,11,14,107,727,83,132,942,292.466666666667,211.883333333333,2782.94915254237,1320.49152542373,36,44,80,100
"./Ship3_Latin-square/2019-09-10_14h30m_Subject 46888.txt","46888",2019-09-10,"14:30",8,77,60,7,10,17,42,1,2,45,80,0,14,94,813,84,161,1058,151.066666666667,284.633333333333,2566.01694915254,1267.66666666667,36,83,119,96.7213114754098
"./Ship3_Latin-square/2019-09-10_14h30m_Subject 46889.txt","46889",2019-09-10,"14:30",8,77,60,5,12,17,8,2,0,10,22,3,3,28,988,62,246,1296,65.1333333333333,151.25,2511.79661016949,1318.42105263158,50,137,187,98.3606557377049
"./Ship3_Latin-square/2019-09-10_14h30m_Subject 46892.txt","46892",2019-09-10,"14:30",4,81,60,8,13,21,27,1,3,31,90,11,11,112,861,115,155,1131,159.883333333333,402.35,2782.98305084746,1451.89655172414,74,143,217,98.3606557377049
